Name,Has_Broader,Broader_Term
Gymnocalycium pungens,yes,Gymnocalycium
Gymnocladus,yes,FABACEAE
Gymnocladus dioicus (L.) K. Koch,yes,Gymnocladus
Gymnophyton foliosum,yes,Gymnophyton
Gymnopteris,yes,POLYPODIACEAE
Gymnopteris quercifolia,yes,Gymnopteris
Gymnopteris tomentosa,yes,Gymnopteris
Gynandropsis,yes,CLEOMACEAE
Gynandropsis pentaphylla,yes,Gynandropsis
Gynura,yes,ASTERACEAE
Gynura aurantiaca,yes,Gynura
Gypsophila arabica,yes,Gypsophila
Gypsophila aretioides,yes,Gypsophila
Gypsophila bicolor,yes,Gypsophila
GYROSTEMONACEAE,no,
Haageocereus acanthocladus,yes,Haageocereus
Haageocereus acranthus var. metachrous,no,
Haageocereus albispinus,yes,Haageocereus
Haageocereus aureispinus,yes,Haageocereus
Haageocereus crassiareolatus,yes,Haageocereus
Haageocereus horrens,yes,Haageocereus
Haageocereus lachayensis,yes,Haageocereus
Haageocereus olowinskianus,yes,Haageocereus
Haageocereus olowinskianus var. repandus,yes,Haageocereus olowinskianus
Haageocereus piliger,yes,Haageocereus
Haageocereus platinospinus,yes,Haageocereus
Haageocereus pluriflorus,yes,Haageocereus
Haageocereus pseudoacranthus,yes,Haageocereus
Haageocereus pseudoversicolor,yes,Haageocereus
Haageocereus repens,yes,Haageocereus
Haageocereus turbidus,yes,Haageocereus
Haageocereus turbidus var. maculatus,yes,Haageocereus turbidus
Haastia pulvinaris,yes,Haastia
Habenaria bractescens,yes,Habenaria
Habenaria polypodantha,yes,Habenaria
Hackelia bella,yes,Hackelia
Hackelia mexicana,yes,Hackelia
Haemanthus amarylloides Jacq.,yes,Haemanthus
Haemanthus amarylloides Jacq. subsp. polyanthus Snijman,yes,Haemanthus amarylloides Jacq.
Haemanthus magnificus,yes,Haemanthus
Haematoxylum campechianum,yes,Haematoxylum
Hakea baxteri,yes,Hakea
Hakea constablei,yes,Hakea
Hakea corymbosa,yes,Hakea
Hakea cycloptera,yes,Hakea
Hakea eremophila,yes,Hakea
Hakea leucoptera,yes,Hakea
Hakea muelleriana,yes,Hakea
Hakea multilineata,yes,Hakea
Hakea propinqua,yes,Hakea
Halacsya,yes,BORAGINACEAE
Halacsya sendtneri,yes,Halacsya
Halimodendron,yes,FABACEAE
Halimodendron halodendron,yes,Halimodendron
HALOPHYTACEAE,no,
Halophytum,yes,HALOPHYTACEAE
Halophytum ameghinoi,yes,Halophytum
HALORAGACEAE,no,
Haloragis racemosa,yes,Haloragis
Halostachys,yes,AMARANTHACEAE
Halostachys belangeriana,yes,Halostachys
Haplopappus acradenius,yes,Haplopappus
Haplopappus cooperi,yes,Haplopappus
Haplopappus glutinosus,yes,Haplopappus
Haplopappus gracilis,yes,Haplopappus
Haplopappus pinifolius,yes,Haplopappus
Haplopappus rufescens,yes,Haplopappus
Haplopappus venetus,yes,Haplopappus
Haplopappus venetus var. sedoides,yes,Haplopappus venetus
Harrisia adscendens,yes,Harrisia
Harrisia earlei,yes,Harrisia
Hatiora,yes,CACTACEAE
Hauya,yes,ONAGRACEAE
Hauya heydeana,yes,Hauya
Hauya matudae,yes,Hauya
Hauya microcerata,yes,Hauya
Haworthia ×,no,
Haworthia aegrota,yes,Haworthia
Haworthia altilinea,yes,Haworthia
Haworthia Ã— sampaiana,no,
Haworthia asperiuscula,yes,Haworthia
Haworthia asperiuscula var. subintegra,yes,Haworthia asperiuscula
Haworthia atrofusca,yes,Haworthia
Haworthia badia,yes,Haworthia
Haworthia bolusii var. semiviva,no,
Haworthia chalwinii,yes,Haworthia
Haworthia cymbiformis var. angustata,no,
Haworthia cymbiformis var. compacta,no,
Haworthia dielsiana,yes,Haworthia
Haworthia fasciata f. vanstaadensis,no,
Haworthia floribunda,yes,Haworthia
Haworthia floribunda var. dentata,yes,Haworthia floribunda
Haworthia fulva,yes,Haworthia
Haworthia globosiflora,yes,Haworthia
Haworthia haageana,yes,Haworthia
Haworthia integra,yes,Haworthia
Haworthia jonesiae,yes,Haworthia
Haworthia laetevirens,yes,Haworthia
Haworthia lisbonensis,yes,Haworthia
Haworthia luteorosea,yes,Haworthia
Haworthia margaritifera,yes,Haworthia
Haworthia monticola,yes,Haworthia
Haworthia mundula,yes,Haworthia
Haworthia nitidula,yes,Haworthia
Haworthia notabilis,yes,Haworthia
Haworthia otzenii,yes,Haworthia
Haworthia pallida,yes,Haworthia
Haworthia picta,yes,Haworthia
Haworthia pilifera,yes,Haworthia
Haworthia reinwardtii var. committeesensis,no,
Haworthia reinwardtii var. minor,no,
Haworthia reinwardtii var. riebeekensis,no,
Haworthia retusa var. solitaria,no,
Haworthia schuldtiana var. major,no,
Haworthia setata var. bijliana,yes,Haworthia setata
Haworthia starkiana,yes,Haworthia
Haworthia subattenuata,yes,Haworthia
Haworthia sublimpidula,yes,Haworthia
Haworthia subregularis,yes,Haworthia
Haworthia tessellata,yes,Haworthia
Haworthia tessellata var. elongata,yes,Haworthia tessellata
Haworthia tessellata var. parva,yes,Haworthia tessellata
Haworthia tisleyi,yes,Haworthia
Haworthia triebneriana,yes,Haworthia
Haworthia triebneriana var. depauperata,yes,Haworthia triebneriana
Haworthia tuberculata,yes,Haworthia
Haworthia viscosa var. caespitosa,no,
Haworthia viscosa var. torquata,no,
Haworthia willowmorensis,yes,Haworthia
Haworthia wimii,yes,Haworthia
Haworthia wittebergensis,yes,Haworthia
Hebe angustifolia,yes,Hebe
Hebe colensoi,yes,Hebe
Hebe formosa,yes,Hebe
Hedycarya angustifolia,yes,Hedycarya
Hedychium urophyllum G. Lodd.,yes,Hedychium
Hedychium urophyllum G. Lodd. 'Sumptuous Summit',yes,Hedychium urophyllum G. Lodd.
Helcia,yes,ORCHIDACEAE
Helcia sanguinolenta,yes,Helcia
Helianthemum broussonetii,yes,Helianthemum
Helianthemum ericoides,yes,Helianthemum
Helianthemum fumana,yes,Helianthemum
Helianthemum globulariifolium,yes,Helianthemum
Helianthemum lasianthum,yes,Helianthemum
Helianthemum libanotis,yes,Helianthemum
Helianthemum ocymoides,yes,Helianthemum
Helianthemum scoparium var. vulgare,no,
Helianthemum teneriffae,yes,Helianthemum
Helianthemum umbellatum,yes,Helianthemum
Helianthemum vulgare,yes,Helianthemum
Helianthus cusickii,yes,Helianthus
Helianthus resinosus Small,yes,Helianthus
Helichrysum herniarioides,yes,Helichrysum
Helichrysum vestitum,yes,Helichrysum
Heliocarpus,yes,MALVACEAE
Heliocarpus donnellsmithii,yes,Heliocarpus
Heliocereus aurantiacus,yes,Heliocereus
Heliotropium asperrimum,yes,Heliotropium
Heliotropium curassavicum var. oculatum,no,
Heliotropium erosum,yes,Heliotropium
Heliotropium lanceolatum,yes,Heliotropium
Heliotropium pycnophyllum,yes,Heliotropium
Helipterum albicans,yes,Helipterum
Helipterum albicans f. alpinum,yes,Helipterum albicans
Helipterum canescens,yes,Helipterum
Helipterum manglesii,yes,Helipterum
Helipterum milleflorum,yes,Helipterum
Helleborus caucasicus,yes,Helleborus
Helleborus guttatus,yes,Helleborus
Helleborus olympicus,yes,Helleborus
Helmholtzia acorifolia,yes,Helmholtzia
Hemerocallis multiflora,yes,Hemerocallis
Hemerocallis thunbergii,yes,Hemerocallis
Hemigraphis,yes,ACANTHACEAE
Hemigraphis bicolor,yes,Hemigraphis
Hemitelia,yes,CYATHEACEAE
Hemitelia escuquensis,yes,Hemitelia
Hemizonia clevelandii,yes,Hemizonia
Heptapleurum venulosum,yes,Heptapleurum
Hereroa hesperantha,yes,Hereroa
Hereroa stanfordiae,yes,Hereroa
Herminium,yes,ORCHIDACEAE
Herminium monorchis,yes,Herminium
Herpolirion,yes,ASPHODELACEAE
Herpolirion novae-zelandiae,yes,Herpolirion
Herrania,yes,MALVACEAE
Herrania cuatrecasasiana,yes,Herrania
Hesperaloe nocturna,yes,Hesperaloe
Hesperantha pauciflora,yes,Hesperantha
Hesperomannia,yes,ASTERACEAE
Hesperomannia arborescens,yes,Hesperomannia
Hesperomeles,yes,ROSACEAE
Hesperomeles cuneata,yes,Hesperomeles
Hetaeria,yes,ORCHIDACEAE
Hetaeria shikokiana,yes,Hetaeria
Heteranthera,yes,PONTEDERIACEAE
Heteranthera reniformis,yes,Heteranthera
Heterocentron mexicanum,yes,Heterocentron
Heteromeles arbutifolia var. cerina,no,
Heterophyllum,yes,MALVACEAE
Heuchera chlorantha,yes,Heuchera
Hexalobus,yes,ANNONACEAE
Hexalobus monopetalus,yes,Hexalobus
Hibbertia enervia,yes,Hibbertia
Hibbertia glaberrima,yes,Hibbertia
Hibbertia miniata,yes,Hibbertia
Hibbertia pedunculata R.Br. ex DC,yes,Hibbertia
Hibiscus bifurcatus,yes,Hibiscus
Hibiscus pinonianus,yes,Hibiscus
Hibiscus salviifolius,yes,Hibiscus
Hibiscus scottii,yes,Hibiscus
Hibiscus syriacus,yes,Hibiscus
Hieracium aurantiacum,yes,Hieracium
Hieracium pilosella,yes,Hieracium
Hilleria,yes,PETIVERIACEAE
Hilleria latifolia,yes,Hilleria
Hippeastrum bagnoldii,yes,Hippeastrum
Hippeastrum chilense,yes,Hippeastrum
Hippophae salicifolia,yes,Hippophae
Hippuris lanceolata,yes,Hippuris
Holcoglossum quasipinifolium,yes,Holcoglossum
Homalanthus,yes,EUPHORBIACEAE
Homalanthus populifolius,yes,Homalanthus
Homalomena rubescens,yes,Homalomena
Homalopetalum,yes,ORCHIDACEAE
Homalopetalum pumilio,yes,Homalopetalum
Homeria britteniae,yes,Homeria
Homeria flaccida,yes,Homeria
Homogyne,yes,ASTERACEAE
Homogyne alpina,yes,Homogyne
Hoodia currorii,yes,Hoodia
Hordeum jubatum,yes,Hordeum
Hordeum spontaneum,yes,Hordeum
Horridocactus,yes,CACTACEAE
Horridocactus carrizalensis,yes,Horridocactus
Hottonia,yes,PRIMULACEAE
Hottonia palustris,yes,Hottonia
Hoya bella,yes,Hoya
Hoya paxtonii,yes,Hoya
Huernia aspera,yes,Huernia
Huernia barbata,yes,Huernia
Huernia brevirostris,yes,Huernia
Huernia campanulata,yes,Huernia
Huernia hadhramautica,yes,Huernia
Huernia insigniflora,yes,Huernia
Huernia loeseneriana,yes,Huernia
Huernia marnieriana,yes,Huernia
Huernia oculata,yes,Huernia
Huernia quinta,yes,Huernia
Huernia thuretii,yes,Huernia
Huernia transvaalensis,yes,Huernia
Huernia verekeri,yes,Huernia
Huernia volkartii,yes,Huernia
Huernia zebrina,yes,Huernia
Huperzia nummulariifolia (Blume) Jermy,yes,Huperzia
Hyacinthella atchleyi,yes,Hyacinthella
Hyacinthus romanus,yes,Hyacinthus
Hydrangea oerstedii,yes,Hydrangea
Hydrocotyle bonariensis,yes,Hydrocotyle
Hydrocotyle leucocephala,yes,Hydrocotyle
Hylocereus calcaratus,yes,Hylocereus
Hylocereus polyrhizus,yes,Hylocereus
Hylocereus undatus,yes,Hylocereus
Hymenanthera angustifolia,yes,Hymenanthera
Hymenanthera crassifolia,yes,Hymenanthera
Hymenanthera dentata,yes,Hymenanthera
Hymenanthera novae-zelandiae,yes,Hymenanthera
Hymenocyclus,yes,AIZOACEAE
Hymenocyclus croceus,yes,Hymenocyclus
Hymenopappus filifolius var. lugens,no,
Hymenophyllum asplenioides,yes,Hymenophyllum
Hymenophyllum cruentum,yes,Hymenophyllum
Hymenophyllum dilatatum,yes,Hymenophyllum
Hymenophyllum fuciforme,yes,Hymenophyllum
Hymenophyllum microcarpum,yes,Hymenophyllum
Hymenophyllum pulchellum,yes,Hymenophyllum
Hymenophyllum tablaziense,yes,Hymenophyllum
Hymenopus,yes,CHRYSOBALANACEAE
Hymenosporum,yes,PITTOSPORACEAE
Hymenosporum flavum,yes,Hymenosporum
Hypecoum,yes,PAPAVERACEAE
Hypecoum pendulum,yes,Hypecoum
Hypericum frondosum,yes,Hypericum
Hypericum gramineum,yes,Hypericum
Hypericum inodorum,yes,Hypericum
Hypericum tortuosum,yes,Hypericum
Hypertelis bowkeriana,yes,Hypertelis
Hyphaene,yes,ARECACEAE
Hyphaene ventricosa,yes,Hyphaene
Hypocalymma,yes,MYRTACEAE
Hypocalymma angustifolium,yes,Hypocalymma
Hypocalymma robustum,yes,Hypocalymma
Hypocyrta,yes,GESNERIACEAE
Hypocyrta radicans,yes,Hypocyrta
Hypoestes sanguinolenta,yes,Hypoestes
Hypolepis neocaledonica,yes,Hypolepis
Hypoxis decumbens,yes,Hypoxis
Hypoxis hygrometrica,yes,Hypoxis
Ilex macrocarpa,yes,Ilex
Ilex platyphylla,yes,Ilex
Ilex quercetorum,yes,Ilex
Ilex sebertii,yes,Ilex
Ilex tolucana,yes,Ilex
Illecebrum,yes,CARYOPHYLLACEAE
Illecebrum verticillatum,yes,Illecebrum
Illicium henryi,yes,Illicium
Incarvillea olgae,yes,Incarvillea
India,yes,ORCHIDACEAE
Indigofera pseudointricata,yes,Indigofera
Indigofera sokotrana,yes,Indigofera
Indigofera stenophylla,yes,Indigofera
Ipomoea adenioides,yes,Ipomoea
Ipomoea angustisecta,yes,Ipomoea
Ipomoea arachnosperma,yes,Ipomoea
Ipomoea carnea,yes,Ipomoea
Ipomoea crassifolia,yes,Ipomoea
Ipomoea donaldsonii,yes,Ipomoea
Ipomoea minutiflora,yes,Ipomoea
Ipomoea murucoides,yes,Ipomoea
Ipomoea ramosissima,yes,Ipomoea
Ipomoea ramosissima var. rosea,yes,Ipomoea ramosissima
Iris ×,no,
Iris acutiloba,yes,Iris
Iris acutiloba subsp. lineolata,yes,Iris acutiloba
Iris alberti,yes,Iris
Iris arenaria,yes,Iris
Iris Ã— sambucina,no,
Iris attica,yes,Iris
Iris Ã— varbossania,no,
Iris barnumiae,yes,Iris
Iris barnumiae subsp. demawendica,yes,Iris barnumiae
Iris bucharica,yes,Iris
Iris drepanophylla,yes,Iris
Iris erratica,yes,Iris
Iris gatesii,yes,Iris
Iris georgica,yes,Iris
Iris iberica,yes,Iris
Iris imbricata,yes,Iris
Iris kamayama,yes,Iris
Iris kashmiriana,yes,Iris
Iris kopetdagensis,yes,Iris
Iris mesopotamica,yes,Iris
Iris musulmanica,yes,Iris
Iris notha,yes,Iris
Iris paradoxa,yes,Iris
Iris paradoxa var. choschab,yes,Iris paradoxa
Iris perrieri,yes,Iris
Iris pseudopumila,yes,Iris
Iris ruthenica,yes,Iris
Iris scariosa,yes,Iris
Iris suaveolens,yes,Iris
Iris sulphurea,yes,Iris
Iris tenuis,yes,Iris
Iris thianschanica,yes,Iris
Irvingia,yes,IRVINGIACEAE
IRVINGIACEAE,no,
Irvingia gabonensis,yes,Irvingia
Islaya bicolor,yes,Islaya
Islaya copiapoides,yes,Islaya
Islaya grandiflorens,yes,Islaya
Islaya krainziana,yes,Islaya
Isochilus major,yes,Isochilus
Isochilus major var. amparoanus,yes,Isochilus major
Isomeris arborea var. angustata,no,
Isopogon divergens,yes,Isopogon
Isopogon sphaerocephalus,yes,Isopogon
Isopogon teretifolius,yes,Isopogon
IXIOLIRIACEAE,no,
Ixiolirion,yes,IXIOLIRIACEAE
Ixiolirion ledebourii,yes,Ixiolirion
Ixiolirion tataricum,yes,Ixiolirion
Jacaranda acutifolia,yes,Jacaranda
Jacaratia dolichaula,yes,Jacaratia
Jacksonia sericea,yes,Jacksonia
Jacobsenia,yes,AIZOACEAE
Jacobsenia kolbei,yes,Jacobsenia
Jacquemontia,yes,CONVOLVULACEAE
Jacquemontia unilateralis,yes,Jacquemontia
Jacquinia seleriana,yes,Jacquinia
Jasminum beesianum,yes,Jasminum
Jasminum dichotomum,yes,Jasminum
Jasminum didymum,yes,Jasminum
Jasminum nobile,yes,Jasminum
Jasminum nudiflorum,yes,Jasminum
Jasminum rotundifolium,yes,Jasminum
Jasminum volubile,yes,Jasminum
Jatropha berlandieri,yes,Jatropha
Jatropha unicostata,yes,Jatropha
Joannesia,yes,EUPHORBIACEAE
Joannesia princeps Vell.,yes,Joannesia
Johnsonia,yes,ASPHODELACEAE
Johnsonia pubescens,yes,Johnsonia
Juglans cathayensis,yes,Juglans
Juglans cinerea,yes,Juglans
Juniperus chinensis,yes,Juniperus
Juniperus procera,yes,Juniperus
Juniperus recurva,yes,Juniperus
Juniperus sargentii,yes,Juniperus
Juniperus sibirica,yes,Juniperus
Juttadinteria,yes,AIZOACEAE
Juttadinteria deserticola,yes,Juttadinteria
Kaempferia angustifolia,yes,Kaempferia
Kalanchoe aromatica,yes,Kalanchoe
Kalanchoe bracteata,yes,Kalanchoe
Kalanchoe densiflora,yes,Kalanchoe
Kalanchoe fedtschenkoi,yes,Kalanchoe
Kalanchoe gastonis-bonnieri,yes,Kalanchoe
Kalanchoe grandiflora,yes,Kalanchoe
Kalanchoe lanceolata,yes,Kalanchoe
Kalanchoe miniata,yes,Kalanchoe
Kalanchoe miniata var. sicaformis,yes,Kalanchoe miniata
Kalanchoe pinnata,yes,Kalanchoe
Kalanchoe pubescens,yes,Kalanchoe
Kalanchoe robusta,yes,Kalanchoe
Kalanchoe rosei,yes,Kalanchoe
Kalanchoe thyrsiflora,yes,Kalanchoe
Kalanchoe velutina,yes,Kalanchoe
Kalanchoe welwitschii,yes,Kalanchoe
Kalanchoe zimbabwensis,yes,Kalanchoe
Kearnemalvastrum,yes,MALVACEAE
Kearnemalvastrum lacteum,yes,Kearnemalvastrum
Kennedia coccinea,yes,Kennedia
Kennedia eximia,yes,Kennedia
Kennedia nigricans,yes,Kennedia
Keraudrenia,yes,MALVACEAE
Keraudrenia integrifolia,yes,Keraudrenia
KEWACEAE,no,
Khaya,yes,MELIACEAE
Khaya senegalensis,yes,Khaya
Kigelia,yes,BIGNONIACEAE
Kigelia pinnata,yes,Kigelia
Kingia,yes,DASYPOGONACEAE
Kingia australis,yes,Kingia
Knautia longifolia,yes,Knautia
Kochia,yes,AMARANTHACEAE
Kochia arenaria,yes,Kochia
Kochia scoparia,yes,Kochia
Kokia,yes,MALVACEAE
Kokia kauaiensis,yes,Kokia
Kokia rockii,yes,Kokia
Kunzea montana,yes,Kunzea
Kuruna,yes,POACEAE
Lachenalia bulbifera,yes,Lachenalia
Lachenalia pendula,yes,Lachenalia
Lachnopylis,yes,STILBACEAE
Lachnopylis floribunda,yes,Lachnopylis
Lactuca scariola,yes,Lactuca
Laelia superbiens,yes,Laelia
Laelia tenebrosa,yes,Laelia
Laelia weberbaueriana,yes,Laelia
Laestadia,yes,ASTERACEAE
Lamarckia,yes,POACEAE
Lamarckia aurea,yes,Lamarckia
Lambertia multiflora,yes,Lambertia
Lampranthus aduncus,yes,Lampranthus
Lampranthus aureus,yes,Lampranthus
Lampranthus bicolor,yes,Lampranthus
Lampranthus blandus,yes,Lampranthus
Lampranthus curvifolius,yes,Lampranthus
Lampranthus littlewoodii,yes,Lampranthus
Lampranthus multiradiatus,yes,Lampranthus
Lampranthus reptans,yes,Lampranthus
Lampranthus roseus,yes,Lampranthus
Lampranthus scaber,yes,Lampranthus
Lampranthus serpens,yes,Lampranthus
Lampranthus zeyheri,yes,Lampranthus
Langloisia,yes,POLEMONIACEAE
Langloisia matthewsii,yes,Langloisia
Lanium avicula,yes,Lanium
Lantana hispida,yes,Lantana
Lappula,yes,BORAGINACEAE
Lappula bella,yes,Lappula
Larix gmelinii,yes,Larix
Larix gmelinii var. olgensis,yes,Larix gmelinii
Larix griffithii,yes,Larix
Larrea divaricata,yes,Larrea
Lasiacis,yes,POACEAE
Lasiacis procerrima,yes,Lasiacis
Lasiocorys,yes,LAMIACEAE
Lasiocorys spiculifolia,yes,Lasiocorys
Lasiosiphon,yes,THYMELAEACEAE
Lastrea,yes,ASPLENIACEAE
Lastrea patens,yes,Lastrea
Lavandula coronopifolia,yes,Lavandula
Lavandula dentata L.,yes,Lavandula
Lavandula dentata var. candicans,no,
Lavandula minor,yes,Lavandula
Lavandula spica,yes,Lavandula
Lavandula spica var. angustifolia,yes,Lavandula spica
Lavandula vera,yes,Lavandula
Lavatera acerifolia,yes,Lavatera
Laxmannia,yes,ASPARAGACEAE
Laxmannia sessiliflora,yes,Laxmannia
Lecanopteris luzonensis Hennipman,yes,Lecanopteris
LECYTHIDACEAE,no,
Leea,yes,VITACEAE
Leea manillensis,yes,Leea
Leipoldtia britteniae,yes,Leipoldtia
Lemaireocereus humilis,yes,Lemaireocereus
Lemaireocereus montanus,yes,Lemaireocereus
Lemmaphyllum subrostratum,yes,Lemmaphyllum
Leonotis dysophylla,yes,Leonotis
Leonotis laxifolia,yes,Leonotis
Leontice ewersmannii,yes,Leontice
Leontopodium,yes,ASTERACEAE
Leontopodium leontopodioides,yes,Leontopodium
Lepanthes elata,yes,Lepanthes
Lepanthes lindleyana,yes,Lepanthes
Lepanthes meganthera,yes,Lepanthes
Lepanthes microglottis,yes,Lepanthes
Lepanthes turialvae,yes,Lepanthes
Lepidium nitidum Nutt.,yes,Lepidium
Leptadenia,yes,APOCYNACEAE
Leptocladia,yes,CACTACEAE
Leptocladia microhelia,yes,Leptocladia
Leptocladia microheliopsis,yes,Leptocladia
Leptodactylon pungens subsp. pulchriflorum,no,
Leptopteris hymenophylloides,yes,Leptopteris
Leptopteris superba,yes,Leptopteris
Leptorhynchos,yes,ASTERACEAE
Leptorhynchos squamatus,yes,Leptorhynchos
Leptospermum citratum,yes,Leptospermum
Leptospermum coriaceum,yes,Leptospermum
Lepyrodia,yes,RESTIONACEAE
Lepyrodia scariosa,yes,Lepyrodia
Leschenaultia divaricata,yes,Leschenaultia
Leschenaultia floribunda,yes,Leschenaultia
Leschenaultia formosa,yes,Leschenaultia
Leschenaultia hirsuta,yes,Leschenaultia
Lessingia germanorum var. lemmonii,no,
Lessingia hololeuca,yes,Lessingia
Leucadendron comosum,yes,Leucadendron
Leucadendron imbricatum,yes,Leucadendron
Leucadendron nervosum,yes,Leucadendron
Leucadendron tortum,yes,Leucadendron
Leucadendron uliginosum,yes,Leucadendron
Leucadendron venosum,yes,Leucadendron
Leucaena glauca,yes,Leucaena
Leucheria,yes,ASTERACEAE
Leucheria suaveolens,yes,Leucheria
Leucogenes,yes,ASTERACEAE
Leucogenes grandiceps,yes,Leucogenes
Leucopogon albicans,yes,Leucopogon
Leucopogon cordifolius,yes,Leucopogon
Leucopogon juniperinus,yes,Leucopogon
Leucopogon rufus,yes,Leucopogon
Leucospermum catherinae,yes,Leucospermum
Leucospermum conocarpum,yes,Leucospermum
Leucospermum crinitum,yes,Leucospermum
Leucospermum nutans,yes,Leucospermum
Leucospermum patersonii,yes,Leucospermum
Lewisia finchae,yes,Lewisia
Lewisia kelloggii,yes,Lewisia
Lewisia pygmaea subsp. glandulosa,no,
Liabum excelsum,yes,Liabum
Liabum hieracioides,yes,Liabum
Liabum wurdackii,yes,Liabum
Liatris elegans,yes,Liatris
Ligustrum molliculum,yes,Ligustrum
Lilium auratum Lindl.,yes,Lilium
Lilium chalcedonicum,yes,Lilium
Lilium kesselringianum,yes,Lilium
Lilium pardalinum var. giganteum,no,
Lilium parvum var. luteum,no,
Lilium pitkinense,yes,Lilium
Lilium speciosum var. gloriosoides,no,
Limnanthes douglasii var. nivea,no,
Limnanthes douglasii var. rosea,no,
Limnanthes douglasii var. sulphurea,no,
Limnanthes rosea,yes,Limnanthes
Limnocharis,yes,ALISMATACEAE
Limnocharis plumieri,yes,Limnocharis
Limnophyton,yes,ALISMATACEAE
Limnophyton obtusifolium,yes,Limnophyton
Limonium binervosum,yes,Limonium
Limonium dictyocladum,yes,Limonium
Limonium duriusculum,yes,Limonium
Limonium fruticans,yes,Limonium
Limonium mucronatum,yes,Limonium
Limonium pectinatum,yes,Limonium
Linanthus dianthiflorus,yes,Linanthus
Linanthus montanus,yes,Linanthus
Linaria graeca,yes,Linaria
Linaria reticulata,yes,Linaria
Linaria spartioides,yes,Linaria
Lindera rubronervia,yes,Lindera
Lindsaea,yes,LINDSAEACEAE
Lindsaea arcuata,yes,Lindsaea
LINDSAEACEAE,yes,Pteridophyta
Lindsaea cultrata,yes,Lindsaea
Linnaea borealis subsp. longiflora,no,
Linum californicum,yes,Linum
Linum grandiflorum,yes,Linum
Linum mexicanum,yes,Linum
Linum micranthum,yes,Linum
Lippia carterae,yes,Lippia
Lippia integrifolia,yes,Lippia
Lippia substrigosa,yes,Lippia
Listera convallarioides,yes,Listera
Listera nipponica,yes,Listera
Lithophragma,yes,SAXIFRAGACEAE
Lithophragma bulbiferum,yes,Lithophragma
Lithops chrysocephala,yes,Lithops
Lithops deboeri,yes,Lithops
Lithops edithae,yes,Lithops
Lithops nelii,yes,Lithops
Lithops otzeniana,yes,Lithops
Litsea glutinosa,yes,Litsea
Livistona muelleri,yes,Livistona
Llagunoa,yes,SAPINDACEAE
Llagunoa glandulosa,yes,Llagunoa
Loasa tricolor,yes,Loasa
Loasa triphylla,yes,Loasa
Loasa triphylla var. rudis,yes,Loasa triphylla
Loasa urens,yes,Loasa
Loasa vulcanica,yes,Loasa
Lobelia acuminata,yes,Lobelia
Lobelia decurrens,yes,Lobelia
Lobelia digitata,yes,Lobelia
Lobelia giberroa,yes,Lobelia
Lobelia holstii,yes,Lobelia
Lobelia laxiflora var. angustifolia,no,
Lobelia mildbraedii,yes,Lobelia
Lobelia rosea,yes,Lobelia
Lobelia tenera,yes,Lobelia
Lobivia charazanensis,yes,Lobivia
Lobivia ferox,yes,Lobivia
Lobivia nealeana,yes,Lobivia
Lobivia nigrispina,yes,Lobivia
Lobivia pampana,yes,Lobivia
Lobivia sanguiniflora,yes,Lobivia
Lobivia schreiteri,yes,Lobivia
Lobivia tegeleriana,yes,Lobivia
Lobularia palmensis,yes,Lobularia
Lockhartia longifolia,yes,Lockhartia
Lodoicea,yes,ARECACEAE
Lodoicea maldivica,yes,Lodoicea
Loeselia mexicana,yes,Loeselia
Logania,yes,LOGANIACEAE
Logania recurva,yes,Logania
Logania vaginalis,yes,Logania
Lomariopsis,yes,POLYPODIACEAE
Lomariopsis latiuscula,yes,Lomariopsis
Lomariopsis warneckei,yes,Lomariopsis
Lomatia silaifolia,yes,Lomatia
Lomatium utriculatum,yes,Lomatium
Lonicera hildebrandtiana,yes,Lonicera
Lonicera mupinensis,yes,Lonicera
Lonicera quinquelocularis,yes,Lonicera
Lonicera stephanocarpa,yes,Lonicera
Lopezia coronata,yes,Lopezia
Lopezia langmaniae,yes,Lopezia
Lopezia miniata,yes,Lopezia
Lopezia trichota,yes,Lopezia
Lophiola,yes,NARTHECIACEAE
Lophiola aurea,yes,Lophiola
Lophomyrtus bullata,yes,Lophomyrtus
LORANTHACEAE,no,
Loranthus,yes,LORANTHACEAE
Loranthus elegans,yes,Loranthus
Lotus hillebrandii,yes,Lotus
Lotus oblongifolius var. torreyi,no,
Lotus spartioides,yes,Lotus
Loudonia,yes,HALORAGACEAE
Loudonia aurea,yes,Loudonia
Loudonia roei,yes,Loudonia
Louteridium tamaulipense,yes,Louteridium
Loxania,yes,LORANTHACEAE
Loxanthocereus acanthurus,yes,Loxanthocereus
Loxanthocereus brevispinus,yes,Loxanthocereus
Loxanthocereus clavispinus,yes,Loxanthocereus
Loxanthocereus piscoensis,yes,Loxanthocereus
Loxoscaphe,yes,ASPLENIACEAE
Loxoscaphe theciferum,yes,Loxoscaphe
Loxsomopsis,yes,CYATHEACEAE
Loxsomopsis costaricensis,yes,Loxsomopsis
Ludwigia palustris,yes,Ludwigia
Ludwigia palustris var. americana,yes,Ludwigia palustris
Ludwigia peruviana,yes,Ludwigia
Luehea,yes,MALVACEAE
Luehea grandiflora,yes,Luehea
Luisia,yes,ORCHIDACEAE
Luisia megasepala,yes,Luisia
Lupinus latifolius J. Agardh,yes,Lupinus
Lupinus lepidus,yes,Lupinus
Lupinus lepidus var. torreyi,yes,Lupinus lepidus
Lupinus ornatus,yes,Lupinus
Lupinus pachylobus,yes,Lupinus
